run,status,output
1,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_to != address(0)' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_ids.length == _values.length' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
2,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_to != address(0)' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_ids.length == _values.length' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
3,0,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
No errors found.
"
4,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_to != address(0)' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_ids.length == _values.length' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
5,0,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
No errors found.
"
6,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_to != address(0)' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_ids.length == _values.length' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
7,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_to != address(0) ' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:101:5: Postcondition '_ids.length == _values.length' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
8,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:100:5: Postcondition '_to != address(0) ' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:100:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
9,0,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: OK
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
No errors found.
"
10,251,"Refinement::balanceOf_pre: OK
Refinement::balanceOf_post: OK
Refinement::balanceOfBatch_pre: OK
Refinement::balanceOfBatch_post: OK
Refinement::setApprovalForAll_pre: OK
Refinement::setApprovalForAll_post: OK
Refinement::isApprovedForAll_pre: OK
Refinement::isApprovedForAll_post: OK
Refinement::safeTransferFrom_pre: OK
Refinement::safeTransferFrom_post: OK
Refinement::safeBatchTransferFrom_pre: OK
Refinement::safeBatchTransferFrom_post: ERROR
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:99:5: Postcondition '_to != address(0)' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:99:5: Postcondition 'con._operatorApprovals[_from][msg.sender] || _from == msg.sender' might not hold at end of function.
 - ./solc_verify_generator/ERC1155/imp/ERC1155_merge.sol:99:5: Postcondition '_ids.length == _values.length' might not hold at end of function.
Refinement::[implicit_constructor]: OK
Use --show-warnings to see 1 warning.
Errors were found by the verifier.
"
