run,time_taken,iterations,verified,annotated_contract,status
1,156.69493222236633,10,False,,[]
2,229.69607973098755,10,False,,"[""Interaction: 3\nERC20::totalSupply: OK\nERC20::balanceOf: OK\nERC20::allowance: OK\nERC20::transfer: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:73:5: Postcondition '( _balances[msg.sender] == __verifier_old_uint(_balances[msg.sender]) - _value && msg.sender != _to )' might not hold at end of function.\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:73:5: Postcondition '_balances[msg.sender] == __verifier_old_uint(_balances[msg.sender]) || ( _balances[msg.sender] == __verifier_old_uint(_balances[msg.sender]) - _value && msg.sender == _to )' might not hold at end of function.\nERC20::approve: OK\nERC20::transferFrom: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:108:5: Postcondition '_balances[_from] == __verifier_old_uint(_balances[_from]) || ( _balances[_from] == __verifier_old_uint(_balances[_from]) - _value && _from == _to )' might not hold at end of function.\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:108:5: Postcondition '( _balances[_from] == __verifier_old_uint(_balances[_from]) - _value && _from != _to )' might not hold at end of function.\nERC20::increaseAllowance: OK\nERC20::decreaseAllowance: OK\nERC20::[implicit_constructor]: OK\nIERC20::[implicit_constructor]: OK\nErrors were found by the verifier.\n\n"", ""Interaction: 6\nERC20::totalSupply: OK\nERC20::balanceOf: OK\nERC20::allowance: OK\nERC20::transfer: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:73:5: Postcondition '( _balances[msg.sender] == __verifier_old_uint(_balances[msg.sender]) - _value && msg.sender != _to )' might not hold at end of function.\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:73:5: Postcondition '_balances[msg.sender] == __verifier_old_uint(_balances[msg.sender]) || ( _balances[msg.sender] == __verifier_old_uint(_balances[msg.sender]) - _value && msg.sender == _to )' might not hold at end of function.\nERC20::approve: OK\nERC20::transferFrom: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:108:5: Postcondition '_balances[_from] == __verifier_old_uint(_balances[_from]) || ( _balances[_from] == __verifier_old_uint(_balances[_from]) - _value && _from == _to )' might not hold at end of function.\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:108:5: Postcondition '( _balances[_from] == __verifier_old_uint(_balances[_from]) - _value && _from != _to )' might not hold at end of function.\nERC20::increaseAllowance: OK\nERC20::decreaseAllowance: OK\nERC20::[implicit_constructor]: OK\nIERC20::[implicit_constructor]: OK\nErrors were found by the verifier.\n\n""]"
3,169.60658049583435,10,False,,"[""Interaction: 7\nERC20::totalSupply: TIMEOUT\nERC20::balanceOf: OK\nERC20::allowance: OK\nERC20::transfer: OK\nERC20::approve: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:87:5: Postcondition '(_allowed[msg.sender][_spender] == _value && msg.sender != _spender) || (_allowed[msg.sender][_spender] == __verifier_old_uint(_allowed[msg.sender][_spender]) && msg.sender == _spender)' might not hold at end of function.\nERC20::transferFrom: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:104:5: Postcondition '( _balances[_to] == __verifier_old_uint(_balances[_to]) + _value && _from != _to )' might not hold at end of function.\nERC20::increaseAllowance: OK\nERC20::decreaseAllowance: OK\nERC20::[implicit_constructor]: OK\nIERC20::[implicit_constructor]: OK\nInconclusive results.\nErrors were found by the verifier.\n\n""]"
4,184.47947216033936,10,False,,[]
5,465.62778306007385,10,False,,[]
6,168.62314629554749,10,False,,"[""Interaction: 5\nERC20::totalSupply: OK\nERC20::balanceOf: OK\nERC20::allowance: OK\nERC20::transfer: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:71:5: Postcondition '_balances[_to] == __verifier_old_uint(_balances[_to]) + _value' might not hold at end of function.\nERC20::approve: OK\nERC20::transferFrom: ERROR\n - ./solc_verify_generator/ERC20/imp/ERC20_merge.sol:104:5: Postcondition '_balances[_to] == __verifier_old_uint(_balances[_to]) + _value' might not hold at end of function.\nERC20::increaseAllowance: OK\nERC20::decreaseAllowance: OK\nERC20::[implicit_constructor]: OK\nIERC20::[implicit_constructor]: OK\nErrors were found by the verifier.\n\n""]"
7,192.71080780029297,10,False,,[]
8,165.85585594177246,10,False,,[]
9,128.77145719528198,10,False,,[]
10,150.72267389297485,10,False,,[]
